year,state,dem_voteshare,rep_voteshare
1982,Connecticut,0.539265686,0.453473927
1982,Delaware,0.523933342,0.463422027
1982,Florida,0.592940121,0.407038359
1982,Georgia,0.740898396,0.333556479
1982,Hawaii,0.895728647,
1982,Idaho,0.470178673,0.529821327
1982,Illinois,0.579367296,0.417463343
1982,Indiana,0.491296311,0.506503825
1982,Iowa,0.526214379,0.473107856
1982,Kansas,0.456811376,0.529965822
1982,Kentucky,0.590142164,0.430013452
1982,Louisiana,1,1
1982,Maine,0.413521446,0.577087678
1982,Maryland,0.680559514,0.319440486
1982,Massachusetts,0.764804805,0.321810302
1982,Michigan,0.594471047,0.449744079
1982,Minnesota,0.54649069,0.444351234
1982,Mississippi,0.57461334,0.500987294
1982,Missouri,0.570317243,0.427545904
1982,Montana,0.524112353,0.449770802
1982,Nebraska,0.334875417,0.774767329
1982,Nevada,0.487738815,0.494988721
1982,New Hampshire,0.424616426,0.57256859
1982,New Jersey,0.562146042,0.426576705
1982,New Mexico,0.513544996,0.486054909
1982,New York,0.525774788,0.41246698
1982,North Carolina,0.538433117,0.438896206
1982,North Dakota,0.716064169,0.277317763
1982,Ohio,0.543371921,0.475944996
1982,Oklahoma,0.629916947,0.362229717
1982,Oregon,0.569468475,0.430345298
1982,Pennsylvania,0.526628964,0.476052314
1982,Rhode Island,0.522306127,0.47281966
1982,South Carolina,0.537086893,0.515908459
1982,South Dakota,0.515584868,0.484415132
1982,Tennessee,0.654234005,0.438164091
1982,Texas,0.664034326,0.429372685
1982,Utah,0.416017239,0.637194655
1982,Vermont,0.232165916,0.692272251
1982,Virginia,0.50088535,0.553398486
1982,Washington,0.527580518,0.461886395
1982,West Virginia,0.628173711,0.370385961
1982,Wisconsin,0.573867259,0.507792783
1982,Wyoming,0.289062451,0.710937549
1984,Alabama,0.715472403,0.499922947
1984,Alaska,0.41684388,0.550201756
1984,Arizona,0.412065382,0.733338768
1984,Arkansas,0.73683313,0.414652182
1984,California,0.507305169,0.501445426
1984,Colorado,0.412965324,0.624940888
1984,Connecticut,0.466154852,0.531769449
1984,Delaware,0.584616524,0.414173669
1984,Florida,0.510819746,0.525018165
1984,Georgia,0.717127917,0.412895132
1984,Hawaii,0.824586547,0.147340769
1984,Idaho,0.406978955,0.593021045
1984,Illinois,0.51699959,0.501532361
1984,Indiana,0.468941943,0.525907933
1984,Iowa,0.469226901,0.530773099
1984,Kansas,0.43755412,0.545079325
1984,Kentucky,0.552874326,0.491716734
1984,Louisiana,1,1
1984,Maine,0.299737045,0.692381698
1984,Maryland,0.638591434,0.395278476
1984,Massachusetts,0.689726591,0.385687995
1984,Michigan,0.539178795,0.495309011
1984,Minnesota,0.536994562,0.456743033
1984,Mississippi,0.602129016,0.587468926
1984,Missouri,0.553886683,0.48917244
1984,Montana,0.505470176,0.481963385
1984,Nebraska,0.25784811,0.741655014
1984,Nevada,0.404147452,0.573363781
1984,New Hampshire,0.319420644,0.672040805
1984,New Jersey,0.504175277,0.49164577
1984,New Mexico,0.402567952,0.588777471
1984,New York,0.494170071,0.437869839
1984,North Carolina,0.524170454,0.475697459
1984,North Dakota,0.786994419,0.213005581
1984,Ohio,0.49260435,0.537965573
1984,Oklahoma,0.581102077,0.412331981
1984,Oregon,0.544326464,0.455509015
1984,Pennsylvania,0.524663666,0.492050637
1984,Rhode Island,0.500792584,0.499207416
1984,South Carolina,0.507294077,0.53791306
1984,South Dakota,0.57365079,0.42634921
1984,Tennessee,0.663426528,0.556411571
1984,Texas,0.575813315,0.551103571
1984,Utah,0.346413634,0.644521047
1984,Vermont,0.266729121,0.654118261
1984,Virginia,0.529247412,0.627138182
1984,Washington,0.551400334,0.442229207
1984,West Virginia,0.609352484,0.390647516
1984,Wisconsin,0.497756553,0.54464322
1984,Wyoming,0.244044831,0.735662892
1986,Alabama,0.666029471,0.391170193
1986,Alaska,0.410773421,0.564681019
1986,Arizona,0.395795931,0.671792766
1986,Arkansas,0.580898227,0.403054181
1986,California,0.513969206,0.469943853
1986,Colorado,0.441620337,0.556083582
1986,Connecticut,0.556255008,0.442989624
1986,Delaware,0.661563727,0.33446133
1986,Florida,0.579500973,0.485791773
1986,Georgia,0.727634026,0.380345625
1986,Hawaii,0.564291235,0.407776664
1986,Idaho,0.434383899,0.552677301
1986,Illinois,0.559200683,0.461718939
1986,Indiana,0.506856607,0.486101959
1986,Iowa,0.481142542,0.518724813
1986,Kansas,0.461286174,0.602728069
1986,Kentucky,0.653963478,0.497918521
1986,Louisiana,0.495355069,0.513593315
1986,Maine,0.392434125,0.59063634
1986,Maryland,0.629001049,0.370996129
1986,Massachusetts,0.674145715,0.386381698
1986,Michigan,0.576679203,0.41987456
1986,Minnesota,0.597093627,0.400405904
1986,Mississippi,0.602651448,0.469622202
1986,Missouri,0.579251353,0.460936635
1986,Montana,0.541379592,0.458620408
1986,Nebraska,0.354119369,0.64512447
1986,Nevada,0.471420407,0.520240719
1986,New Hampshire,0.350887031,0.648888667
1986,New Jersey,0.522074689,0.485477782
1986,New Mexico,0.463683863,0.536269464
1986,New York,0.531159789,0.444629086
1986,North Carolina,0.566012827,0.433987173
1986,North Dakota,0.755193619,0.233931995
1986,Ohio,0.512969812,0.522426765
1986,Oklahoma,0.593724483,0.401510606
1986,Oregon,0.566881296,0.432809458
1986,Pennsylvania,0.532131193,0.569477624
1986,Rhode Island,0.424202471,0.575797529
1986,South Carolina,0.632240893,0.421269274
1986,South Dakota,0.59181356,0.40818644
1986,Tennessee,0.575784747,0.456881786
1986,Texas,0.600757657,0.539717576
1986,Utah,0.458687718,0.535726862
1986,Vermont,,0.891238079
1986,Virginia,0.554163413,0.563433277
1986,Washington,0.592876627,0.407123373
1986,West Virginia,0.755282704,0.31747759
1986,Wisconsin,0.561268934,0.580609759
1986,Wyoming,0.305281406,0.694718594
1988,Alabama,0.687523383,0.47041103
1988,Alaska,0.372527273,0.624990283
1988,Arizona,0.362347968,0.681098953
1988,Arkansas,0.582856511,0.417144177
1988,California,0.527078083,0.467194369
1988,Colorado,0.490675203,0.507111901
1988,Connecticut,0.492581735,0.50485749
1988,Delaware,0.675166406,0.324833594
1988,Florida,0.506888535,0.554716468
1988,Georgia,0.667000164,0.378318937
1988,Hawaii,0.650905752,0.547102022
1988,Idaho,0.486665325,0.499337316
1988,Illinois,0.533487847,0.48057771
1988,Indiana,0.517384778,0.482615222
1988,Iowa,0.488072425,0.510320015
1988,Kansas,0.480447754,0.606511348
1988,Kentucky,0.534072667,0.575047807
1988,Louisiana,0.432441934,0.567575485
1988,Maine,0.498004988,0.50163818
1988,Maryland,0.600238696,0.432346913
1988,Massachusetts,0.753924911,0.359028868
1988,Michigan,0.527747568,0.483412228
1988,Minnesota,0.58336592,0.411166579
1988,Mississippi,0.660823924,0.334983809
1988,Missouri,0.554680594,0.439380326
1988,Montana,0.529403067,0.470596933
1988,Nebraska,0.349735935,0.648697656
1988,Nevada,0.514064148,0.463630209
1988,New Hampshire,0.410478255,0.585719641
1988,New Jersey,0.481367053,0.526792604
1988,New Mexico,0.599322353,0.525989697
1988,New York,0.547901327,0.465037162
1988,North Carolina,0.558435067,0.497786447
1988,North Dakota,0.708652519,0.281600229
1988,Ohio,0.516644745,0.502867968
1988,Oklahoma,0.528759588,0.47124164
1988,Oregon,0.649244428,0.430047453
1988,Pennsylvania,0.581836493,0.501582164
1988,Rhode Island,0.358752308,0.641247692
1988,South Carolina,0.554435671,0.443300799
1988,South Dakota,0.71736942,0.28263058
1988,Tennessee,0.59901896,0.533689869
1988,Texas,0.627452042,0.585257324
1988,Utah,0.427364343,0.560331741
1988,Vermont,0.188771962,0.41201261
1988,Virginia,0.512203489,0.613285503
1988,Washington,0.570915476,0.477394204
1988,West Virginia,0.767907362,0.293105861
1988,Wisconsin,0.508601403,0.536859587
1988,Wyoming,0.318191285,0.666193829
1990,Alabama,0.739267297,0.424823853
1990,Alaska,0.478363867,0.516590398
1990,Arizona,0.43111552,0.642529029
1990,Arkansas,0.555119679,0.444880321
1990,California,0.517421362,0.465612972
1990,Colorado,0.503299867,0.487084893
1990,Connecticut,0.471800342,0.526333504
1990,Delaware,0.655304759,0.327088793
1990,Florida,0.533927898,0.489005771
1990,Georgia,0.613342384,0.386657616
1990,Hawaii,0.632778982,0.344889574
1990,Idaho,0.582050923,0.417949077
1990,Illinois,0.606958153,0.477860317
1990,Indiana,0.548875714,0.451124286
1990,Iowa,0.571057359,0.687787841
1990,Kansas,0.50406147,0.495750309
1990,Kentucky,0.56805912,0.597123383
1990,Louisiana,0.500007085,1
1990,Maine,0.549718396,0.449444717
1990,Maryland,0.518703985,0.474429711
1990,Massachusetts,0.585842738,0.418978382
1990,Michigan,0.542995255,0.466341844
1990,Minnesota,0.585204372,0.41354908
1990,Mississippi,0.812169269,0.216747041
1990,Missouri,0.538204816,0.461795184
1990,Montana,0.49505724,0.50494276
1990,Nebraska,0.47162486,0.526813988
1990,Nevada,0.46071213,0.481966773
1990,New Hampshire,0.485295787,0.512364476
1990,New Jersey,0.45821681,0.554375517
1990,New Mexico,0.522258547,0.594997968
1990,New York,0.443824698,0.356727455
1990,North Carolina,0.535121413,0.464878587
1990,North Dakota,0.65189611,0.348078246
1990,Ohio,0.528516238,0.481714529
1990,Oklahoma,0.605912423,0.394087577
1990,Oregon,0.633950856,0.396491143
1990,Pennsylvania,0.609769118,0.502413942
1990,Rhode Island,0.52455278,0.47544722
1990,South Carolina,0.673583578,0.567908076
1990,South Dakota,0.67553576,0.32446424
1990,Tennessee,0.624791056,0.499498136
1990,Texas,0.615480194,0.576166393
1990,Utah,0.528751982,0.432070066
1990,Vermont,0.030092063,0.395213861
1990,Virginia,0.574911048,0.55531592
1990,Washington,0.530205594,0.454157234
1990,West Virginia,0.670827449,0.412022775
1990,Wisconsin,0.582131953,0.560996652
1990,Wyoming,0.449065199,0.550934801
1992,Alabama,0.558864824,0.401332638
1992,Alaska,0.428152027,0.467760418
1992,Arizona,0.413600621,0.525631055
1992,Arkansas,0.591091263,0.401678745
1992,California,0.512573276,0.428984885
1992,Colorado,0.467465382,0.512210242
1992,Connecticut,0.349707315,0.487160692
1992,Delaware,0.42526546,0.554232881
1992,Florida,0.485691909,0.521759713
1992,Georgia,0.548689762,0.451304366
1992,Hawaii,0.727576577,0.227784427
1992,Idaho,0.470416435,0.488035242
1992,Illinois,0.554278142,0.434018341
1992,Indiana,0.5434349,0.449907525
1992,Iowa,0.472040189,0.587149761
1992,Kansas,0.434151177,0.526008303
1992,Kentucky,0.530341073,0.468925595
1992,Louisiana,0.449925384,0.543207387
1992,Maine,0.542906683,0.415570334
1992,Maryland,0.529398897,0.418813562
1992,Massachusetts,0.580747899,0.351956347
1992,Michigan,0.512704557,0.477612905
1992,Minnesota,0.517790147,
1992,Mississippi,0.693579145,0.283026432
1992,Missouri,0.540538722,0.441236044
1992,Montana,0.504566114,0.469540664
1992,Nebraska,0.398514423,0.601261896
1992,Nevada,0.498988716,0.434581633
1992,New Hampshire,0.520599332,0.444549297
